aacode,dwell_weight,hhld_weight,GOR_EHS,rumorph,Tenure4x,dwtypenx,dwage9x,wallcavx,sap09,hhtype6,hhsizex,agehrpx,agepartx,ageoldx,Uglazing,Uroof,Uextwall,Ugndfloor,Permeability,floorx,efwalar,ebwalar,efwinar,ebwinar,finlivcl,,,,min,mean,max,sd
H0041109,795,795,10,2,4,3,5,1,62.38,1,2,67,63,67,2.758007117,0.21575985,1.6,0.781929052,15.0575,69.94,28.92,58.58,12.39,15.69,2.3,,,,,,,
H0041110,2137,2139,10,3,1,1,3,2,37.12,1,2,54,61,61,4.026845638,0.497566252,2.1,0.784142944,29.3304,117.52,80.63,29.88,12.82,12.81,2.7,,,,,,,
H0041202,2118,2120,10,2,1,1,1,2,55.45,5,1,49,0,49,4.026845638,0.175908222,2.1,0.61575939,27.2802,207.49,97.22,62.18,31.98,26.65,2.9,,,,,,,
H0041206,655,655,10,3,4,5,5,1,53.48,6,1,82,0,82,2.758007117,0.175908222,1.6,0.782711441,11.1312,32.12,13.26,31.07,3.31,6.63,2.3,,,,,,,
H0041306,1637,1639,10,2,1,1,2,2,41.23,1,2,52,62,62,2.758007117,0.394511149,2.1,0.73803445,13.8483,142.31,51.45,119.73,12.86,51.31,3.4,,,,,,,
H0041403,1710,1712,10,4,1,4,4,1,49.45,1,2,65,62,65,2.758007117,0.21575985,1.6,0.659027978,19.933,224.74,90.51,80.51,54.22,34.5,2.4,,,,,,,
H0041406,722,730,10,2,4,7,6,1,69.01,6,1,73,0,73,2.758007117,2.3,1.6,0.607236082,8.0779,45.79,33.39,30.21,14.31,18.55,2.4,,,,,,,
H0041407,1551,1553,10,2,1,4,5,1,45.91,6,1,64,0,64,2.758007117,0.394511149,1.6,0.716855959,19.8711,298.29,149.93,114.56,50.38,49.1,2.6,,,,,,,
H0042201,1026,1026,10,4,2,3,2,2,1,2,4,39,38,39,4.026845638,1.041902605,2.1,0.793997994,17.5468,78.96,22.26,82.62,9.54,17.78,2.4,,,,,,,
H0042202,607,607,10,3,4,5,7,1,40.69,1,2,64,63,64,2.758007117,0.148482892,1,0.69519005,8.6954,85.97,52.77,60.26,14.29,10.49,2.4,,,,,,,
H0042204,1603,,10,1,2,6,3,2,58.93,,,,,,,,,,,44.92,195.34,119.95,70.26,51.41,88.8,,,,,,,
H0042205,1369,1371,10,1,1,5,9,1,69.81,5,1,51,0,51,2.758007117,0.148482892,0.6,0.442751718,14.9021,136.66,50.91,47.75,15.25,9.78,2.4,,,,,,,
H0042209,1570,1571,10,4,1,4,1,2,31.45,6,1,84,0,84,4.026845638,1.041902605,2.1,0.763239631,21.385,125.24,71.78,71.78,22.12,22.12,2.3,,,,,,,
H0042302,1394,1415,10,1,1,6,3,2,57.57,1,4,50,50,50,2.758007117,0.426296962,2.1,0,12.4664,109.41,67.35,77.88,24.3,4.04,2.7,,,,,,,
H0042305,1551,1552,10,1,1,4,9,1,69.33,2,4,35,36,36,2.758007117,0.278956944,0.6,0.605739547,22.7747,147.06,58.3,45.19,5.3,18.21,2.4,,,,,,,
H0042307,839,839,10,1,4,1,8,1,63.24,2,3,41,44,44,2.758007117,0.278956944,0.6,0.759049083,13.9691,96.59,83.5,34.83,12.66,11.78,2.3,,,,,,,
H0042309,1164,1164,10,1,2,3,9,1,64.84,2,6,37,37,37,2.758007117,0.278956944,0.6,0.676556571,15.8891,85.95,76.01,28.16,12.36,7.04,2.4,,,,,,,
H0042402,1233,1234,10,4,1,4,1,2,57.61,1,2,61,52,61,4.026845638,0.175908222,2.1,0.64633619,28.6279,517.53,139.15,276.51,29.83,30.72,2.7,,,,,,,
H0043101,1039,1040,10,4,1,4,5,1,54.46,1,2,62,61,62,2.758007117,0.497566252,1.6,0.721422829,17.6448,204.06,76.79,129.65,20.48,54.48,2.3,,,,,,,
H0043103,1217,1218,10,2,1,5,9,1,62.41,1,2,66,65,66,2.758007117,0.278956944,0.6,0.660018329,11.3232,55.88,45.89,21.23,9.09,5.01,2.4,,,,,,,
H0043104,744,744,10,2,4,2,5,1,65.69,2,3,23,25,25,2.758007117,0.21575985,1.6,0.572400158,16.742,65.23,25.3,22.13,6.32,9.49,2.3,,,,,,,
H0043105,769,769,10,3,4,3,6,1,53.55,3,5,26,0,26,2.758007117,0.148482892,1.6,0.717006841,13.5286,71.52,65.15,21.52,14.07,9.22,2.4,,,,,,,
H0043109,1116,1117,10,2,1,4,6,1,11.19,5,1,48,0,48,2.758007117,2.3,1.6,0.624160476,25.081,355.92,62.4,100.61,27.26,25.97,2.4,,,,,,,
H0043111,1756,1758,10,3,1,4,5,1,47.32,1,2,68,61,68,2.758007117,0.326820604,1.6,0.80534495,19.4297,139.24,62.07,80.46,13.8,15.12,2.4,,,,,,,
H0043202,1478,1480,10,1,1,4,8,1,62.73,2,4,48,47,48,2.758007117,0.497566252,0.6,0.684715009,14.7205,153.79,121.54,117.07,10.06,4.84,2.3,,,,,,,
H0043206,1252,1252,10,1,2,2,8,1,69.84,5,1,42,0,42,2.758007117,0.278956944,0.6,0.571734559,10.8835,47.73,22.39,16.19,5.97,6.94,2.3,,,,,,,
H0043301,755,755,10,2,2,2,2,2,57.61,1,2,22,22,22,2.758007117,0.394511149,2.1,0.539359209,17.4011,81.58,3.51,55.73,2.34,6.19,2.7,,,,,,,
H0043303,1219,1220,10,4,1,3,5,1,23.63,5,1,58,0,58,2.758007117,0.497566252,1.6,0.763538633,15.2727,103.87,98.11,33.34,24.53,14.29,2.5,,,,,,,
H0043403,1735,1737,10,3,1,2,3,2,59.81,2,5,48,45,48,4.026845638,0.394511149,2.1,0.41252209,30,336.94,97.5,61.5,41.79,41,3.7,,,,,,,
H0044101,1662,1662,10,4,2,5,6,1,38.86,1,2,57,57,57,2.758007117,0.278956944,1.6,0.639461365,10.5123,110.43,66.58,62.67,11.58,14.05,2.3,,,,,,,
H0044103,1232,1233,10,3,1,4,1,2,38,1,2,60,59,60,2.758007117,0.673499268,2.1,0.646703697,20.3436,381.22,132.75,191.55,28.31,21.28,2.1,,,,,,,
H0044106,696,696,10,2,4,5,6,1,46.5,6,1,82,0,82,2.758007117,0.394511149,1.6,0.639889461,14.6623,43.7,25.53,14.28,5.35,3.57,2.3,,,,,,,
H0044201,1447,1448,10,2,1,2,3,2,67.13,2,4,40,36,40,2.758007117,0.278956944,2.1,0.570728929,24.3088,93.08,18.81,21.5,8.06,5.38,2.5,,,,,,,
H0044203,1648,1650,10,2,1,3,4,1,62.68,5,1,56,0,56,2.758007117,0.21575985,1.6,0.709388463,16.4588,81.3,62.17,28.73,13.62,6.04,2.4,,,,,,,
H0044204,1627,1629,10,3,1,4,5,1,53.18,1,2,72,73,73,2.758007117,0.278956944,1.6,0.81750138,22.7267,152.51,50.52,50.81,16.05,18.93,2.4,,,,,,,
H0044208,1287,1289,10,3,1,5,8,1,47.99,6,1,67,0,67,2.758007117,0.673499268,0.6,0.59421594,11.0239,148.86,78.42,93.48,10.04,23.66,2.6,,,,,,,
H0044211,1117,1119,10,3,1,4,1,2,37.12,1,2,58,51,58,2.758007117,0.394511149,2.1,0.718115304,20.0611,196.63,120.22,110.58,13.36,21.49,2.5,,,,,,,
H0044302,953,953,10,2,2,3,8,1,43.83,1,2,30,25,30,2.758007117,0.394511149,0.6,0.637553697,14.1067,66.31,27.16,40.66,5.77,7.96,2.3,,,,,,,
H0044305,1266,1267,10,3,1,2,1,2,54.01,1,2,71,72,72,4.026845638,0.21575985,2.1,0.626315038,20.3358,122.54,42.78,51.05,4.75,12.76,1.9,,,,,,,
H0044306,886,886,10,3,4,2,9,1,77.28,3,2,20,0,20,2.758007117,0.278956944,0.6,0.572762076,14.6613,68.8,24.89,28.92,6.22,6.07,2.3,,,,,,,
H0044403,1241,1241,10,1,4,3,9,1,74.82,3,4,42,0,42,2.758007117,0.21575985,0.6,0.692600676,17.0443,74.27,79.92,21.62,5.41,5.41,2.4,,,,,,,
H0044405,1380,1382,10,1,1,5,5,1,36.97,1,2,83,88,88,2.758007117,0.278956944,1.6,0.598274266,10.395,63.51,14.49,55.77,3.62,11.14,2.4,,,,,,,
H0044406,1667,1669,10,1,1,3,9,1,74.23,1,2,49,49,49,2.758007117,0.394511149,0.6,0.638240347,25.37,92.47,41.29,22.03,5.99,5.51,2.3,,,,,,,
H0051102,2140,,10,1,1,4,4,1,57.59,,,,,,,,,,,134.46,78.31,92.56,37.11,16.52,2.5,,,,,,,
H0051105,1505,1506,10,1,1,5,4,1,55.74,2,4,37,38,38,2.758007117,0.673499268,1.6,0.656440407,11.6328,88.77,49.17,50.57,14.34,12.64,2.5,,,,,,,
H0051107,3069,3072,10,1,1,5,5,1,64.4,1,2,35,26,35,2.758007117,0.394511149,1.6,0.594114305,11.3461,62.49,39.43,12.85,12.15,5.51,2.3,,,,,,,
H0051108,2418,2418,10,1,2,7,7,1,37.49,5,1,36,0,36,2.758007117,2.3,1,0.680398256,7.8923,57.58,110.56,31.54,14.93,7.15,2.4,,,,,,,
H0051202,771,771,10,3,4,3,9,1,60.89,2,4,47,48,48,2.758007117,0.394511149,0.6,0.786158178,17.6761,68.99,68.56,39.11,8.69,4.35,2.4,,,,,,,
H0051203,1940,1942,10,3,1,4,7,1,45.19,2,3,44,42,44,2.758007117,0.394511149,1,0.75285182,14.632,111.55,77.42,70.08,9.26,18.84,2.4,,,,,,,
H0051205,1603,,10,2,2,6,1,2,34.56,,,,,,,,,,,85.8,144.36,106.73,76.42,26.68,2.2,,,,,,,
H0051207,1530,1530,10,4,2,4,4,1,45.24,4,2,46,0,46,2.758007117,0.175908222,1.6,0.883136152,17.4264,92.04,68.09,81.69,17.02,9.86,2.4,,,,,,,
H0051308,2045,2047,10,1,1,2,2,2,55.77,1,3,53,56,56,2.758007117,0.394511149,2.1,0.651421953,14.6637,72.58,21.48,47.29,5.37,12.93,2.7,,,,,,,
H0051404,1952,1981,10,1,1,7,9,1,76.71,6,1,89,0,89,2.758007117,2.3,0.6,0,10.3094,35.37,537.01,1411.11,269.45,604.76,2.3,,,,,,,
H0051411,1589,1591,10,1,1,3,6,1,48.75,1,3,72,68,72,2.758007117,0.394511149,1.6,0.741403255,13.663,82.35,68.77,30.13,14.24,10.73,2.4,,,,,,,
H0052103,2653,,10,1,1,7,7,1,61.95,,,,,,,,,,,34.09,439.01,382.5,109.75,117.3,2.3,,,,,,,
H0052105,1300,1300,10,1,2,6,2,2,28.34,4,2,47,0,48,2.758007117,0.394511149,2.1,0,12.2577,64.43,23.83,71.31,10.21,18.92,2.6,,,,,,,
H0052108,1529,1529,10,1,2,3,6,1,66.19,3,3,29,0,29,2.758007117,1.041902605,1.6,0.660359557,14.1284,97.71,40.41,14.1,11.2,6.04,2.4,,,,,,,
H0052109,1609,1609,10,1,2,3,4,1,65.34,2,4,24,26,26,2.758007117,0.326820604,1.6,0.783479609,22.5708,91.47,58.1,34.09,15.62,7.67,2.5,,,,,,,
H0052209,1260,1260,10,1,2,2,6,1,57.19,5,1,33,0,33,2.758007117,0.175908222,1.6,0.516263556,15.9033,69.43,20.35,20.35,8.72,8.72,2.3,,,,,,,
H0052212,1337,1339,10,1,1,1,4,2,54.11,4,7,85,85,85,2.758007117,0.394511149,2.1,0.717120651,17.5484,110.04,27.31,89.25,11.7,15.23,2.5,,,,,,,
H0052302,1157,1157,10,1,2,6,3,2,1.22,6,1,62,0,62,2.758007117,2.3,2.1,0.672371903,11.806,60.41,52.94,58.2,38.73,5.13,2.3,,,,,,,
H0052401,1148,1148,10,1,2,7,3,2,61.65,5,1,50,0,50,2.758007117,2.3,2.1,0.91460443,11.0878,50.82,147.81,144.44,36.11,28.39,2.9,,,,,,,
H0052402,1686,1687,10,1,1,4,5,1,64.76,1,2,64,62,64,2.758007117,0.673499268,1.6,0.751212878,24.4588,131.38,63.28,51.31,10.29,8.54,2.5,,,,,,,
H0052404,1219,1219,10,1,2,6,2,2,36.05,6,1,83,0,83,2.758007117,2.3,2.1,0.786020346,14.3429,74.15,152.34,98.8,32.83,20.83,3.3,,,,,,,
H0052408,1163,1163,10,1,2,6,2,2,63.11,6,1,65,0,65,2.758007117,2.3,2.1,1.003482437,5.7117,32.45,83,42.84,39.53,18.36,2.3,,,,,,,
H0052409,962,962,10,1,2,7,9,1,78.36,5,1,20,0,20,2.758007117,2.3,0.6,0,14.5458,21.48,293.7,682.44,73.42,170.61,2.5,,,,,,,
H0053101,1312,1313,10,1,1,4,8,1,69.15,1,2,78,72,78,2.758007117,0.137745171,0.6,0.652021792,16.7861,182.42,109.91,98.77,20.7,24.05,2.4,,,,,,,
H0053105,1345,1346,10,2,1,3,4,1,55.91,1,2,59,62,62,2.758007117,0.137745171,1.6,0.698381841,16.6056,106.04,55.46,50.68,40.11,21.72,2.5,,,,,,,
H0053201,1083,1084,10,1,1,1,8,1,60.44,1,2,48,58,58,2.758007117,0.394511149,0.6,0.766301919,14.5319,71.28,62.51,24.48,16.01,16.32,2.3,,,,,,,
H0053202,744,744,10,1,4,5,9,1,57.29,1,2,48,68,68,2.758007117,0.148482892,0.6,0.628997346,12.2047,59.73,45.27,16.88,7.23,7.23,2.4,,,,,,,
H0053209,809,809,10,2,4,5,6,1,65.1,4,2,49,0,49,2.758007117,0.175908222,1.6,0.679823507,11.2058,58.32,45.12,19.48,8.69,8.35,2.4,,,,,,,
H0053301,970,972,10,1,1,2,2,2,68.84,1,2,62,57,62,4.026845638,0.148482892,2.1,0.382406405,22.0683,117.1,17.85,22.59,7.65,9.68,2.3,,,,,,,
H0053308,1363,1365,10,2,1,5,6,1,50.59,1,2,86,81,86,2.758007117,0.278956944,1.6,0.619443904,11.3878,118.29,51.95,59.22,17.97,17.06,2.4,,,,,,,
H0053310,831,831,10,2,2,1,8,1,47.42,5,1,59,0,59,2.758007117,0.278956944,0.6,0.81878788,10.9218,46.45,49.88,17.14,15.53,7.34,2.3,,,,,,,
H0053406,1515,1516,10,3,1,5,6,1,64.99,5,1,54,0,54,2.758007117,0.148482892,1.6,0.659137339,11.2039,70.78,43.05,24.14,11.51,9.18,2.4,,,,,,,
H0053411,1351,1352,10,3,1,4,4,1,54.68,2,4,46,45,46,2.758007117,0.673499268,1.6,0.689829882,19.7629,220.82,103.21,111.17,36.98,30.75,2.5,,,,,,,
H0054108,1595,1597,10,1,1,4,1,2,41.82,3,3,42,0,42,2.758007117,0.175908222,2.1,0.639530273,20.3739,187.51,79.34,105.87,22.37,32.67,2.5,,,,,,,
H0054208,1186,1187,10,1,1,4,8,1,61.83,1,2,68,65,68,2.758007117,0.175908222,0.6,0.749266989,14.6934,156.26,89.11,110.84,18.3,24.4,2.1,,,,,,,
H0054309,1220,1239,10,1,1,6,4,2,37.39,2,3,41,38,41,2.758007117,2.3,2.1,0,24.5438,122.34,83.93,53.14,26.56,13.28,2.5,,,,,,,
H0054403,1236,1255,10,1,1,7,9,1,69.85,6,1,78,0,78,2.758007117,0.283947112,0.6,0,14.997,54.18,583.31,391.38,145.83,132.84,2.3,,,,,,,
H0054405,1437,1438,10,1,1,3,4,1,62.06,2,4,41,39,41,2.758007117,0.21575985,1.6,0.6734643,15.9124,115.83,79.18,36.23,29.89,15.53,2.6,,,,,,,
H0054408,1225,1227,10,1,1,3,9,1,65.13,1,2,55,65,65,2.758007117,0.175908222,0.6,0.75972425,14.5996,75.34,25.3,78.62,6.32,11.8,2.3,,,,,,,
H0061105,2033,2035,10,1,1,2,6,1,69.64,2,3,40,25,40,2.758007117,0.394511149,1.6,0.55869977,13.7925,97.55,36.88,40.44,9.22,17.33,2.4,,,,,,,
H0061201,1694,1695,10,1,1,3,4,1,65.11,6,1,86,0,86,2.758007117,0.278956944,1.6,0.739274058,16.379,91.36,63.76,26.54,17.86,15.49,2.4,,,,,,,
H0061401,1428,1449,10,1,1,7,9,2,72.76,1,2,56,56,56,2.758007117,0.243321873,0.4,0,13.8634,69.21,468.48,332.67,81.82,44.68,88.8,,,,,,,
H0061404,721,729,10,1,4,7,8,1,57.45,6,1,85,0,85,2.758007117,2.3,0.6,0.42921848,8.386,46.86,19.29,27.51,8.27,5.51,2.4,,,,,,,
H0061405,2825,2828,10,1,1,2,9,1,73.72,2,3,36,35,36,2.758007117,0.21575985,0.6,0.445478272,15.9203,81.96,28.6,18.77,5.83,8.04,2.5,,,,,,,
H0061406,1025,1025,10,1,2,1,5,1,42.31,3,3,40,0,40,2.758007117,1.041902605,1.6,0.712759692,15.4935,71.88,17.78,70.8,11.86,8.89,2.3,,,,,,,
H0062105,1587,1589,10,2,1,2,2,2,58.34,2,5,46,44,46,2.758007117,2.3,2.1,0.661647613,28.5715,127.85,22.76,52.81,9.75,19.43,2.6,,,,,,,
H0062109,1704,1706,10,4,1,4,1,2,51.87,2,5,38,38,38,2.758007117,0.175908222,2.1,0.41906674,30,655.64,142.85,157.42,47.49,40.01,2.9,,,,,,,
H0062201,1294,1296,10,4,1,4,4,1,49.48,1,2,63,71,71,2.758007117,0.278956944,1.6,0.805722358,16.7561,154.82,110.54,94.46,20.69,33.38,2.4,,,,,,,
H0062203,1346,1347,10,1,1,2,5,1,33.94,1,3,49,46,49,2.758007117,0.175908222,1.6,0.626756098,16.267,64.41,36.52,17.97,8.98,8.98,2.4,,,,,,,
H0062207,1699,1701,10,1,1,4,9,1,62.18,1,2,48,46,48,2.758007117,0.278956944,0.6,0.820122289,20.1948,113.63,73.38,64.24,18.05,27.19,2.4,,,,,,,
H0062211,1210,1211,10,4,1,3,1,2,40.35,6,1,80,0,80,4.026845638,0.175908222,2.1,0.618727488,23.1689,207.36,62.26,109.58,22.07,22.5,2.2,,,,,,,
H0062303,632,632,10,2,3,3,5,1,67.6,6,1,66,0,66,2.758007117,0.148482892,1.6,0.76001401,15.1737,58.77,48.28,18.55,16.91,7.95,2.4,,,,,,,
H0062305,1375,1377,10,2,1,3,6,1,60.59,6,1,62,0,62,2.758007117,0.673499268,1.6,0.695418216,14.6464,76.81,36.19,8.74,8.88,5.83,2.4,,,,,,,
H0062311,555,555,10,1,3,5,5,1,58.15,6,1,76,0,76,2.758007117,0.148482892,1.6,0.626778473,12.1886,55.66,25.6,15.11,7.55,7.55,2.4,,,,,,,
H0062312,596,596,10,3,3,2,5,1,56.61,2,5,40,19,40,2.758007117,0.175908222,1.6,0.539593282,15.5383,61.76,20.03,17.17,8.59,11.45,2.4,,,,,,,
H0062403,1370,1372,10,1,1,4,6,1,59.82,6,1,74,0,74,2.758007117,0.394511149,1.6,0.889158779,22.1274,91.61,35.78,46.25,15.33,6,2.4,,,,,,,
H0062405,1628,1630,10,1,1,4,5,1,64.97,2,5,40,39,40,2.758007117,1.041902605,1.6,0.847783578,25.2343,152.1,84.53,84.53,17.49,17.49,2.4,,,,,,,
H0062407,2232,2234,10,1,1,5,5,1,37.31,5,1,57,0,57,2.758007117,0.497566252,1.6,0.688188707,11.4771,54.42,26.68,30.07,8.07,9.94,2.5,,,,,,,
H0062408,735,743,10,1,3,7,5,1,67.89,3,2,20,0,20,2.758007117,0.175908222,1.6,0,8.8766,47.38,120.58,74.2,31.8,31.8,2.4,,,,,,,
H0062410,1972,1974,10,3,1,5,6,1,56.16,6,1,79,0,79,2.758007117,0.497566252,1.6,0.660832828,10.99,75.5,40.92,35.3,4.82,16.19,2.4,,,,,,,
H0063111,2081,2084,10,2,1,4,6,1,63.53,5,1,46,0,46,2.758007117,0.394511149,1.6,0.912396973,20.7519,108.19,51.7,53.37,17.49,13.44,2.4,,,,,,,
H0063112,1885,1887,10,1,1,1,5,1,63.69,1,2,70,73,73,2.758007117,0.497566252,1.6,0.704660012,17.6451,83.81,63.97,28.88,21.15,12.38,2.5,,,,,,,
H0063202,1165,1166,10,4,1,4,1,2,56.73,1,2,58,54,58,4.026845638,0.497566252,2.1,0.759170801,30,327.83,121.98,117.76,28.29,22.43,2.3,,,,,,,
H0063205,1669,1694,10,1,1,7,6,1,64.77,6,1,87,0,87,2.758007117,2.3,1.6,0.937282512,9.5407,49.14,153.45,86.62,44.55,37.12,2.5,,,,,,,
H0064102,812,812,10,1,4,2,8,1,74.48,3,3,37,0,37,2.758007117,0.278956944,0.6,0.53402752,12.6245,52.67,22.78,16.25,4.64,6.97,2.4,,,,,,,
H0064103,1571,1572,10,3,1,4,8,1,49.3,1,2,65,65,65,2.758007117,0.497566252,0.6,0.831637825,14.803,85.82,71.6,70.44,12.58,11.47,2.3,,,,,,,
H0064104,1021,1021,10,2,2,5,6,1,35.57,2,3,36,33,36,2.758007117,0.394511149,1.6,0.648248823,9.307,54.83,40.17,14.99,8.57,6.43,2.3,,,,,,,
H0064106,810,810,10,4,2,4,5,1,40.45,2,5,44,36,44,2.758007117,0.497566252,1.6,0.761223689,21.15,222.47,84.07,109.03,44.12,27.26,2.4,,,,,,,
H0064108,1314,1315,10,2,1,3,9,1,69.99,2,4,29,27,29,2.758007117,0.278956944,0.6,0.725150208,16.8769,65.49,66.84,19.29,10.49,8.27,2.4,,,,,,,
H0064114,1105,1106,10,2,1,3,5,1,64.12,1,2,77,72,77,2.758007117,0.394511149,1.6,0.795669033,15.0271,60.27,28.56,13.54,4.84,1.5,2.3,,,,,,,
H0064301,1408,1410,10,3,1,4,4,1,43.86,1,2,52,56,56,2.758007117,0.497566252,1.6,0.808401722,22.6999,142.47,53.99,47.07,14.05,14.18,2.4,,,,,,,
H0064302,1355,1357,10,2,1,3,4,1,59.64,1,2,81,79,81,2.758007117,0.394511149,1.6,0.725071984,15.7286,71.77,28.57,59.68,7.14,10.28,2.4,,,,,,,
H0064310,1582,1583,10,3,1,4,7,1,49.44,1,2,77,71,77,2.758007117,0.497566252,1,0.787629644,14.5594,120.01,80.08,104.99,10.27,13.35,2.2,,,,,,,
H0064402,1210,1210,10,1,2,4,5,1,40.58,2,5,37,36,37,2.758007117,0.497566252,1.6,0.643893548,18.8716,209.55,101.61,99.75,35.6,32.84,2.5,,,,,,,
H0064408,1463,1465,10,1,1,5,6,1,44.85,1,2,70,74,74,2.758007117,0.21575985,1.6,0.708548538,11.959,93.62,74.41,54.03,9.33,11.8,2.4,,,,,,,
H0064410,1287,1289,10,4,1,3,4,1,37.87,1,2,54,61,61,2.758007117,0.394511149,1.6,0.739022059,13.1943,66.45,37.02,71.2,9.25,13.05,2.4,,,,,,,
H0071103,1806,1808,10,1,1,4,9,1,60.48,5,1,51,0,51,4.026845638,0.394511149,0.6,0.591196546,26.0752,271.13,130.94,122.59,21.46,23.65,2.3,,,,,,,
H0071105,1396,1398,10,2,1,5,3,2,37.93,1,2,62,62,62,2.758007117,0.21575985,2.1,0.645172312,13.3755,157.42,123.77,55.95,13.75,18.03,2.7,,,,,,,
H0071109,1396,1398,10,1,1,4,9,1,64.63,2,4,38,39,39,2.758007117,0.21575985,0.6,0.845697265,17.6274,93.87,74.6,70.48,12.86,16.98,2.4,,,,,,,
H0071202,2089,2092,10,1,1,2,3,2,41.46,5,1,57,0,57,2.758007117,0.394511149,2.1,0.602373022,15.622,81.5,22.32,43.45,5.58,14.6,2.7,,,,,,,
H0071204,1600,1602,10,1,1,5,6,1,40.42,6,1,66,0,66,2.758007117,0.497566252,1.6,0.575222161,11.9195,58.28,27.71,18.75,8.04,8.04,2.4,,,,,,,
H0071207,2258,2258,10,1,2,6,2,2,34.4,5,1,22,0,22,2.758007117,0.673499268,2.1,0,9.2553,49.35,34.3,58.61,14.7,12.33,2.2,,,,,,,
H0071305,1704,1706,10,3,1,5,6,1,29.88,5,1,58,0,58,2.758007117,0.497566252,1.6,0.73543139,10.0247,69.99,58.1,51.91,3.83,3.14,2.3,,,,,,,
H0071306,644,644,10,2,4,3,5,2,62.38,1,2,77,70,77,4.026845638,0.278956944,2,0.82888251,17.8321,74.81,78.26,26.29,16,6.57,2.4,,,,,,,
H0071403,1644,1644,10,1,2,4,2,2,28.82,5,1,50,0,50,4.026845638,0.673499268,2.1,0.831998345,20.7435,93.16,61.91,80.58,9.82,0,2.3,,,,,,,
H0071404,1732,1732,10,1,2,7,2,2,61.92,2,3,34,26,34,4.026845638,2.3,2.1,0,12.9408,68.79,146.01,228.34,46.39,57.08,2.8,,,,,,,
H0071409,1666,1668,10,1,1,2,3,2,47.2,6,1,70,0,70,2.758007117,0.278956944,2.1,0.653942707,17.8603,64.6,20.84,31.91,8.93,7.11,2.7,,,,,,,
H0072106,1684,1686,10,2,1,2,2,2,62.28,2,4,38,39,39,2.758007117,0.394511149,2.1,0.578264596,16.5986,83.32,27.14,27.14,6.78,6.78,2.3,,,,,,,
H0072201,624,,10,1,3,7,8,1,51.64,,,,,,,,,,,43.11,90.84,172.28,33.23,43.07,2.3,,,,,,,
H0072206,559,559,10,1,3,5,8,1,56.06,1,2,45,52,52,2.758007117,0.673499268,0.6,0.742986669,9.1113,61.52,50.04,32.25,7.42,13.82,2.3,,,,,,,
H0072210,1059,1059,10,1,2,3,8,1,55.37,4,3,40,0,40,4.026845638,0.394511149,0.6,0.740402594,14.5954,65.05,19.28,66.86,8.26,7.34,2.3,,,,,,,
H0072309,932,932,10,1,2,4,9,1,60.48,2,4,33,31,33,2.758007117,0.175908222,0.6,0.903796712,15.3473,76.48,62.49,67.17,15.71,10.32,2.3,,,,,,,
H0072405,1668,1670,10,1,1,3,9,1,70.45,6,1,76,0,76,2.758007117,0.175908222,0.6,0.706821307,14.95,69.2,72.04,17.85,7.65,7.65,2.3,,,,,,,
H0073107,1956,1958,10,1,1,2,2,1,53.43,1,2,44,38,44,4.026845638,0.21575985,2.1,0.62634648,18.658,64.17,18.92,35.77,4.73,8.94,2.3,,,,,,,
H0073204,1322,1322,10,3,4,3,4,1,38.79,1,3,67,73,73,4.026845638,0.21575985,1.6,0.771497149,18.7876,69.15,31.8,58.51,7.95,10.92,2.4,,,,,,,
H0073302,1991,1993,10,1,1,4,8,1,65.13,1,3,49,51,51,2.758007117,0.497566252,0.6,0.739027796,14.2406,140.02,95.43,104.37,13.9,9.93,2.4,,,,,,,
H0073305,1234,1236,10,3,1,4,9,1,64.93,1,2,73,76,76,2.758007117,0.278956944,0.6,0.715583431,19.6544,131.72,93.19,89.71,10.87,10,2.3,,,,,,,
H0073309,985,986,10,4,1,5,8,1,51.51,1,2,76,77,77,2.758007117,0.497566252,0.6,0.719950064,10.7014,68.84,44.28,46.9,7.84,5.21,88.8,,,,,,,
H0073310,680,680,10,2,4,5,5,1,40.48,1,2,62,68,68,2.758007117,0.21575985,1.6,0.700287635,11.9863,48.29,44.33,19.58,4.9,4.9,2.5,,,,,,,
H0073405,1684,1686,10,3,1,5,6,1,42.14,1,2,69,63,69,2.758007117,0.175908222,1.6,0.635794934,12.7759,122.48,74.78,68.26,17.61,12.66,2.4,,,,,,,
H0073410,1145,1147,10,4,1,1,9,1,73.94,1,2,71,71,71,2.758007117,0.21575985,0.6,0.716006594,14.1813,69.12,75.01,30.06,6.8,7.52,2.3,,,,,,,
H0073411,2349,2349,10,3,2,1,2,2,50.57,1,2,57,50,57,2.758007117,0.497566252,2.1,0.712365553,17.7267,134.7,79.48,60.13,15.26,13.83,2.6,,,,,,,
H0074101,1261,1280,10,1,1,6,2,2,48.29,6,1,70,0,70,4.026845638,2.3,2.1,0.55835395,16.6891,116.49,43.84,127.89,43.84,47.31,3.2,,,,,,,
H0074103,1274,1274,10,1,2,5,3,2,21.15,5,1,36,0,36,4.026845638,0.44212914,2.1,0.730703656,11.8875,44.08,39.99,10.22,8.23,0,2.2,,,,,,,
H0074104,1182,1182,10,1,2,7,7,1,46.69,5,1,40,0,40,4.026845638,0.673499268,1,0,7.6419,50.55,228.61,48.24,45.94,32.16,2.4,,,,,,,
H0074106,1029,1030,10,1,1,4,7,1,61.7,1,2,59,57,59,2.758007117,0.148482892,1,0.740771357,14.1976,143.17,109.19,100.79,14.99,23.56,2.3,,,,,,,
