aacode,dwell_weight,hhld_weight,GOR_EHS,rumorph,Tenure4x,dwtypenx,dwage9x,wallcavx,sap09,hhtype6,hhsizex,agehrpx,agepartx,ageoldx,Uglazing,Uroof,Uextwall,Ugndfloor,Permeability,floorx,efwalar,ebwalar,efwinar,ebwinar,finlivcl,,,,min,mean,max,sd
I0951206,2396,2402,6,1,1,4,5,1,44.06,2,3,60,56,60,2.758007117,0.326820604,1.6,0.787757545,20.0024,132.53,87.32,90.19,14.78,11.91,2.6,,,,,,,
I0951307,2386,2392,6,1,1,2,3,2,55.63,3,2,37,0,37,2.758007117,0.21575985,2.1,0.599275139,17.0144,96.08,9.25,38.9,13.87,20.81,2.6,,,,,,,
I0951309,936,936,6,1,2,2,4,2,43.29,2,3,34,37,37,2.758007117,2.3,2.1,0.680644158,15.1282,115.34,54.69,67.67,12.46,32.83,2.9,,,,,,,
I0952107,2180,2185,6,1,1,2,5,1,70.11,2,3,28,24,28,2.758007117,0.175908222,1.6,0.48669482,16.2632,83.34,23.03,23.03,9.87,9.87,2.3,,,,,,,
I0952305,878,878,6,1,3,5,5,1,51.4,1,2,70,66,70,2.758007117,0.394511149,1.6,0.701572654,11.7589,43.12,34.69,13.86,8.25,5.94,2.5,,,,,,,
I0952307,744,744,6,1,3,8,6,1,45.33,3,2,22,0,22,2.758007117,1.456064827,1.6,0,30,80.18,784.69,722.75,220.27,282.21,2.3,,,,,,,
I0952405,622,622,6,1,3,7,5,1,63.34,3,3,22,0,22,2.758007117,0.305830729,1.6,0,11.6643,60.48,180.15,294.79,59.94,109.07,2.4,,,,,,,
I0953101,841,841,6,1,4,7,8,1,68.01,6,1,75,0,75,4.026845638,0.175908222,0.6,0,11.7247,49.08,91.45,45.16,39.19,11.29,2.4,,,,,,,
I0953102,1438,1442,6,1,1,3,9,1,75.52,2,3,29,32,32,2.758007117,0.243321873,0.6,0.786158653,21.2788,89.37,73.81,17.85,13.87,7.65,2.3,,,,,,,
I0953103,990,990,6,1,3,2,5,1,73.22,2,7,48,40,48,2.758007117,0.305830729,1.6,0.522143007,19.5121,98.9,39.41,26.53,11.37,11.37,2.4,,,,,,,
I0953107,893,893,6,1,3,7,5,1,70.52,5,1,54,0,54,2.758007117,2.3,1.6,0.625903171,8.0195,59.47,78.18,24.19,22.12,16.12,2.2,,,,,,,
I0953301,2914,2922,6,1,1,2,3,2,58.79,4,5,53,54,54,2.758007117,0.394511149,2.1,0.600614218,18.0222,98.76,22.08,46.86,9.46,20.08,2.7,,,,,,,
I0953308,2299,2305,6,1,1,3,5,1,47.05,1,2,43,42,43,2.758007117,0.497566252,1.6,0.711680431,20.8092,98.11,52.83,25.57,22.14,17.05,2.5,,,,,,,
I0954104,679,679,6,1,2,7,9,1,78.97,6,1,92,0,92,2.758007117,0.356152929,0.6,0,7.7431,35.97,99.69,207.1,24.92,66.99,2.4,,,,,,,
I0954107,1620,1624,6,1,1,3,4,2,45.95,2,4,33,30,33,2.758007117,0.497566252,2.1,0.722334772,14.9738,76.88,75.57,23.13,20.11,9.91,2.5,,,,,,,
I0954303,1627,1631,6,1,1,3,6,1,68.98,1,2,71,67,71,2.758007117,0.148482892,1.6,0.729816323,19.5802,88.59,39.65,11.45,15.01,7.63,2.4,,,,,,,
I0954304,825,825,6,1,2,3,5,2,41.98,2,4,30,34,34,2.758007117,0.175908222,2.1,0.829430016,16.2232,74.76,69.85,25.8,20.72,11.06,2.5,,,,,,,
I0954305,1345,1349,6,1,1,3,5,1,54.66,2,5,34,33,34,2.758007117,0.394511149,1.6,0.856820524,14.3533,81.53,85.41,32.66,17.29,13.99,2.5,,,,,,,
I0954309,1467,1471,6,1,1,3,5,2,51.57,4,2,64,0,64,2.758007117,0.175908222,2.1,0.725877178,16.3709,84.45,17.82,62.15,11.88,19.25,2.5,,,,,,,
I0954404,649,649,6,1,3,1,7,2,62.83,2,5,28,30,30,2.758007117,0.148482892,0.45,0.683063443,13.4787,80.44,73.62,23.66,8.87,5.92,2.3,,,,,,,
I0961101,623,623,6,1,4,3,5,2,46.76,2,3,46,47,47,2.758007117,0.673499268,2,0.728844195,16.1888,83.53,39.59,70.09,4.4,12.68,2.4,,,,,,,
I0961102,1029,1032,6,4,1,4,1,1,37.17,1,2,70,70,70,2.758007117,0.497566252,2.1,0.721340346,20.0724,199.93,87.21,70.33,19.69,36.57,2.2,,,,,,,
I0961106,1323,1327,6,2,1,4,8,1,66.17,2,3,49,51,51,2.758007117,0.497566252,0.6,0.727661516,15.358,132.97,88.14,82.94,15.49,15.49,2.3,,,,,,,
I0961202,1553,1557,6,1,1,4,1,2,34.09,4,4,70,0,70,4.026845638,0.21575985,2.1,0.81967416,20.6837,112.92,126.64,69.84,14.07,12.92,2.3,,,,,,,
I0961207,711,711,6,1,4,3,6,1,55.19,6,1,88,0,88,2.758007117,0.21575985,1.6,0.737051773,15.1506,105.31,36.52,86.24,15.65,9.03,2.5,,,,,,,
I0961209,1414,1417,6,1,1,4,4,2,34.46,2,4,45,45,45,2.758007117,0.394511149,2.1,0.916714082,20.0355,96.8,72.49,67.17,12.86,18.18,2.5,,,,,,,
I0961211,1691,1695,6,1,1,3,7,1,14.13,5,1,51,0,51,2.758007117,0.497566252,1,0.787555611,13.756,71.37,18.21,84.79,7.8,9.49,2.3,,,,,,,
I0961302,1491,1495,6,1,1,3,2,2,49.49,1,2,65,61,65,4.026845638,0.137745171,2.1,0.644421597,19.7627,127.41,78.96,62.15,24.5,15.54,2.9,,,,,,,
I0961402,652,652,6,1,4,3,5,1,43.33,2,5,34,43,43,4.026845638,0.326820604,1.6,0.721848735,17.8201,73.38,22.93,67.81,9.83,14.81,2.4,,,,,,,
I0961409,638,638,6,1,2,4,9,1,63.99,2,3,27,28,28,2.758007117,0.278956944,0.6,0.732765919,17.0864,121.17,85.85,97.84,24.2,12.4,2.4,,,,,,,
I0962106,991,991,6,2,2,7,8,1,76.11,6,1,82,0,82,2.758007117,2.3,0.6,2.002231217,10.249,37.78,578.27,270.66,247.83,116,2.3,,,,,,,
I0962111,892,892,6,1,4,3,5,1,51.07,1,2,47,56,56,2.758007117,0.278956944,1.6,0.724446163,15.469,80.19,60.47,27.13,16.73,11.63,2.3,,,,,,,
I0962206,706,706,6,1,4,5,8,1,63.18,1,3,62,66,66,2.758007117,0.21575985,0.6,0.626463629,8.7334,51.38,36.3,11.6,11.15,4.97,2.3,,,,,,,
I0962307,2057,2120,6,1,1,7,8,1,71.46,6,1,73,0,73,2.758007117,0.21575985,0.6,0,9.1933,33.57,84.77,39.7,22.02,17.01,2.4,,,,,,,
I0962308,494,494,6,1,4,3,9,1,63.66,3,3,48,0,48,2.758007117,0.326820604,0.6,0.688158581,15.0709,76.2,16.85,82.8,11.23,8.42,2.5,,,,,,,
I0962401,1615,1619,6,2,1,3,5,1,39.75,1,3,59,59,59,2.758007117,0.394511149,1.6,0.746504179,15.2571,89.37,95.4,27.51,9.88,11.79,2.4,,,,,,,
I0962403,1635,1639,6,2,1,3,6,1,63.37,2,5,45,48,48,2.758007117,0.394511149,1.6,0.753290605,14.6106,81.78,78.28,19.52,17.4,13.01,2.4,,,,,,,
I0962404,540,540,6,2,4,5,6,1,50.67,6,1,69,0,69,2.758007117,0.278956944,1.6,0.639514175,11.4418,55.72,40.69,15.21,9.35,6.52,2.5,,,,,,,
I0962408,1026,1029,6,2,1,5,5,1,55.9,1,2,68,65,68,2.758007117,0.175908222,1.6,0.641364932,12.7843,115.63,44.93,74.18,9.72,10.66,2.4,,,,,,,
I0962410,1259,1262,6,4,1,4,7,1,43.99,2,4,50,51,51,2.758007117,0.21575985,1,0.666789009,16.4843,215.13,140.34,121.35,12.21,27.08,2.4,,,,,,,
I0963102,1263,1266,6,1,1,4,5,1,42.08,6,1,77,0,77,4.026845638,0.673499268,1.6,0.659302129,23.5051,184.15,115.7,99.86,25.05,17.01,2.5,,,,,,,
I0963108,1263,1266,6,1,1,4,9,1,73.27,1,2,37,36,37,2.758007117,0.278956944,0.6,0.636832317,20.5673,190.96,113.2,96.68,21.38,26.61,2.4,,,,,,,
I0963109,685,685,6,2,4,7,6,1,65.06,3,3,24,0,24,2.758007117,0.394511149,1.6,0,10.6806,48.83,56.9,109.73,37.93,37.93,2.3,,,,,,,
I0963113,1491,1495,6,1,1,4,7,1,64.21,2,3,51,49,51,2.758007117,0.394511149,1,0.732409537,17.3159,156.01,97.69,81.45,15.91,29.11,2.3,,,,,,,
I0963114,685,685,6,2,4,5,8,1,51.71,6,1,77,0,77,2.758007117,0.326820604,0.6,0.63845503,9.5901,50.21,12.51,48.87,5.36,3.58,2.5,,,,,,,
I0963201,641,641,6,1,4,5,5,1,46.76,1,2,69,76,76,2.758007117,0.175908222,1.6,0.741873311,9.9945,42.46,25.01,24.68,4.8,11.02,2.3,,,,,,,
I0963202,1426,1469,6,1,1,7,8,1,75.83,6,1,72,0,72,2.758007117,0.148482892,0.6,0,8.6535,61.54,139.81,116.35,59.9,101.67,2.3,,,,,,,
I0963206,1212,1212,6,1,2,2,5,1,65.05,4,4,27,26,43,2.758007117,0.278956944,1.6,0.608015629,16.4071,80.62,31.16,26.71,13.35,17.8,2.4,,,,,,,
I0963207,1490,1493,6,1,1,3,3,2,46.07,1,3,55,58,58,4.026845638,0.394511149,2.1,0.695057035,19.0929,107.01,77.61,53.29,12.24,22.84,2.8,,,,,,,
I0963208,797,797,6,1,4,2,6,2,71.83,2,5,41,44,44,2.758007117,0.394511149,1.7,0.530982595,16.1061,70.24,24.48,21.42,6.12,9.18,2.3,,,,,,,
I0963211,2702,,6,1,2,1,9,1,66.69,,,,,,,,,,,110.42,109.93,27.67,15.81,11.86,2.3,,,,,,,
I0963304,1261,1264,6,2,1,3,4,2,62.42,2,6,48,40,48,2.758007117,0.278956944,2.1,0.688496442,27.6494,181.69,31.05,94.67,20.7,22.02,2.4,,,,,,,
I0963306,1167,1169,6,1,1,3,9,1,62.9,2,4,45,41,45,2.758007117,0.394511149,0.6,0.775031856,17.6859,78.85,34.58,72.02,14.82,9.88,2.3,,,,,,,
I0963308,1602,1606,6,2,1,5,6,1,64.32,4,5,66,64,74,2.758007117,0.278956944,1.6,0.612282186,14.1159,95.1,22.59,43.35,9.68,25.68,2.4,,,,,,,
I0963310,1023,1026,6,1,1,4,8,1,58.97,1,2,75,76,76,2.758007117,0.175908222,0.6,0.755684513,14.5085,128.78,99.54,97.42,13,12.09,2.3,,,,,,,
I0963311,1077,1077,6,1,2,7,8,1,37.21,5,1,49,0,49,4.026845638,0.394511149,0.6,0,11.8794,39.57,35.03,14.08,7.04,9.38,88.8,,,,,,,
I0963403,4809,,6,1,1,1,9,1,56.82,,,,,,,,,,,51.85,63.19,17.9,11.01,0,2.4,,,,,,,
I0963406,1727,1731,6,1,1,5,6,1,34.27,1,2,80,76,80,2.758007117,0.394511149,1.6,0.778457614,9.6946,54.17,39.7,42.04,7,4.67,2.3,,,,,,,
I0963410,1413,1416,6,2,1,3,5,1,67.3,4,3,59,0,59,2.758007117,0.394511149,1.6,0.731325359,20.3277,102.24,27.45,74.04,11.77,18.71,2.4,,,,,,,
I0964101,457,457,6,1,4,4,9,1,72.48,3,3,36,0,36,2.758007117,0.497566252,0.6,0.799036326,15.668,79.98,84.75,66.57,9.06,6.04,2.4,,,,,,,
I0964102,1364,1367,6,1,1,4,8,1,61.81,1,3,47,47,47,2.758007117,0.394511149,0.6,0.729014512,14.2574,126.76,89.81,94.39,18.3,13.73,2.3,,,,,,,
I0964201,2236,2242,6,2,1,3,5,1,55.21,6,1,75,0,75,2.758007117,0.175908222,1.6,0.693774275,15.0428,78.33,18.44,79.77,12.3,12.3,2.4,,,,,,,
I0964203,618,618,6,2,3,3,4,2,45.7,2,5,36,45,45,4.026845638,0.278956944,2.1,0.734538781,18.8815,69.76,65.34,20.79,5.94,8.91,2.5,,,,,,,
I0964308,1718,1722,6,1,1,3,7,1,66.5,1,2,85,69,85,2.758007117,0.497566252,1,0.719376606,14.9427,89.88,21.57,60.52,14.38,22.7,2.3,,,,,,,
I0971110,2527,2533,6,1,1,3,4,1,60.15,1,4,68,66,68,2.758007117,0.175908222,1.6,0.699629138,30,214.33,101.72,46.32,31.02,19.85,2.6,,,,,,,
I0971202,1332,1335,6,1,1,1,9,1,67.42,2,4,35,34,35,2.758007117,0.278956944,0.6,0.72021274,14.9013,66.55,65.75,20.03,14.14,8.59,2.4,,,,,,,
I0971209,1581,1585,6,1,1,5,9,2,21.56,6,1,64,0,64,2.758007117,1.041902605,0.4,0.73038707,11.1159,72.87,52.45,53.15,10.45,13.29,2.3,,,,,,,
I0971212,3531,3540,6,1,1,4,9,1,57.63,1,3,48,39,48,2.758007117,0.278956944,0.6,0.710629933,18.464,133.34,64.54,84.89,38.13,19.21,2.4,,,,,,,
I0971301,639,639,6,4,4,7,5,1,60.42,3,2,34,0,34,2.758007117,0.394511149,1.6,0,8.5633,61.06,78.08,31.06,18.54,13.31,2.3,,,,,,,
I0971303,910,910,6,1,2,2,5,1,57.17,2,4,21,19,21,4.026845638,0.326820604,1.6,0.606781452,19.1926,73.34,22.29,40.51,9.55,11.58,2.5,,,,,,,
I0971316,1515,1519,6,4,1,2,2,2,37.36,5,1,54,0,54,2.758007117,2.3,2.1,0.615028064,16.4737,79.02,32.09,30.06,8.02,10,2.5,,,,,,,
I0971409,677,677,6,1,4,5,5,1,54.89,1,2,73,69,73,2.758007117,0.175908222,1.6,0.63094594,11.268,55.78,11.78,42.02,7.85,7.85,2.3,,,,,,,
I0971410,816,816,6,1,4,5,9,1,72.15,5,1,42,0,42,2.758007117,0.175908222,0.6,0.621616314,12.142,62.85,30.09,42.41,2.8,10.19,2.4,,,,,,,
I0972101,1700,1704,6,4,1,3,2,2,21.27,1,2,47,50,50,2.758007117,2.3,2.1,0.743000196,15.9671,101.84,77.56,69.13,27.01,0,2.2,,,,,,,
I0972102,930,930,6,3,2,1,5,1,31.3,1,2,81,82,82,4.026845638,0.21575985,1.6,0.379827903,17.8767,130.68,33.51,28.15,8.38,7.04,2.3,,,,,,,
I0972103,980,980,6,2,2,2,2,2,39.62,2,3,30,32,32,2.758007117,0.394511149,2.1,0.61837543,14.4805,64.04,14.92,29.12,6.4,12.48,2.4,,,,,,,
I0972105,1051,1054,6,2,1,3,6,1,68.21,2,3,39,40,40,2.758007117,0.21575985,1.6,0.632890151,15.5256,116.99,78.32,29.53,22.76,12.66,2.3,,,,,,,
I0972108,3048,3056,6,3,1,3,2,2,40.54,1,2,49,51,51,4.026845638,0.497566252,2.1,0.701134986,18.8793,98.26,37.56,75.4,9.39,13.59,2.1,,,,,,,
I0972110,1555,1559,6,3,1,1,4,1,57.35,2,4,46,43,46,2.758007117,0.394511149,1.6,0.683945368,17.3644,121.95,77,44.6,19.12,19.12,2.4,,,,,,,
I0972114,1317,1321,6,3,1,2,2,2,34.69,1,2,64,57,64,4.026845638,0.673499268,2.1,0.6694166,16.9999,85.83,30.45,46.04,14.72,13.93,2.4,,,,,,,
I0972117,1932,1937,6,2,1,5,9,1,70.84,1,2,72,63,72,2.758007117,0.148482892,0.6,0.583130798,14.5861,171.96,51.87,89.28,13.66,19.82,2.4,,,,,,,
I0972204,842,842,6,2,2,2,2,2,54.64,3,2,46,0,46,4.026845638,0.175908222,2.1,0.884794955,21.6014,78.57,43.9,70.72,7.8,0,2.6,,,,,,,
I0972205,652,652,6,2,4,2,4,1,61.48,6,1,87,0,87,4.026845638,0.148482892,1.6,0.54481743,17.3619,62.14,26.27,20.75,11.26,8.89,2.5,,,,,,,
I0972206,1272,1275,6,2,1,4,6,1,57.03,6,1,81,0,81,2.758007117,0.673499268,1.6,0.956863327,17.7686,99.38,58.68,50.56,10.6,11.45,2.4,,,,,,,
I0972301,1270,1273,6,3,1,4,6,1,57.12,2,4,38,38,38,2.758007117,0.148482892,1.6,0.728990601,17.7067,152.5,91.12,105.22,16.02,12.01,2.3,,,,,,,
I0972305,726,726,6,4,4,5,8,1,53.82,1,2,81,79,81,2.758007117,0.137745171,0.6,0.609288448,11.0511,58.47,43.17,13.57,6.95,5.81,2.3,,,,,,,
I0972306,968,968,6,4,2,1,2,1,25.41,1,2,65,59,65,4.026845638,0.497566252,2.1,0.753404809,20.1813,82.57,32.2,81.26,13.8,9.2,2.5,,,,,,,
I0972312,1455,1458,6,3,1,4,2,1,45.06,4,2,57,0,57,2.758007117,0.21575985,2.1,0.71614189,16.4964,178.97,72.46,165.62,10.07,22.28,2.3,,,,,,,
I0972314,1132,1132,6,4,2,5,5,2,40.31,1,2,56,52,56,4.026845638,0.326820604,2.1,0.74266218,12.7205,71.75,50.18,45.8,9.49,12.12,2.3,,,,,,,
I0972406,743,743,6,1,3,3,5,1,63.31,2,4,31,26,31,2.758007117,0.21575985,1.6,0.749980111,14.5099,64.98,21.23,63.69,9.1,13.82,2.1,,,,,,,
I0972407,1494,1497,6,3,1,3,5,1,49.81,2,4,31,38,38,2.758007117,0.148482892,1.6,0.550585322,19.7791,175.62,102.7,42.29,24.84,18.12,2.4,,,,,,,
I0972414,1444,1448,6,1,1,4,7,1,60.78,2,4,37,38,38,2.758007117,0.137745171,1,0.739787376,18.5619,122.4,72.69,72.69,23.63,23.63,2.4,,,,,,,
I0973103,727,727,6,3,3,1,5,2,56.72,1,2,58,53,58,2.758007117,0.175908222,2,0.709231962,15.2105,79.84,68.02,24.63,15.38,10.56,2.3,,,,,,,
I0973105,655,655,6,1,3,7,6,1,73.81,2,3,40,31,40,2.758007117,2.3,1.6,0,8.7122,55.88,96.58,199.09,64.38,63.45,2.4,,,,,,,
I0973106,931,931,6,1,2,3,9,1,65.67,4,2,22,0,24,2.758007117,0.21575985,0.6,0.889361811,13.5155,41.15,57.13,18.67,5.81,8,2.4,,,,,,,
I0973110,952,952,6,1,2,4,7,1,59.5,2,4,45,40,45,2.758007117,0.175908222,1,0.789296879,14.8803,103.39,69.93,86.62,20.05,11.95,2.3,,,,,,,
I0973114,742,742,6,2,2,4,5,1,40.13,6,1,65,0,65,2.758007117,0.497566252,1.6,0.653837802,20.138,184.1,78.88,106.01,43.19,18.29,2.4,,,,,,,
I0973115,1062,1064,6,3,1,3,4,2,36.89,1,3,68,63,68,2.758007117,0.148482892,2.1,0.712699879,15.7607,110,29.31,85.7,7.33,28.69,2.6,,,,,,,
I0973203,2475,2482,6,4,1,3,1,1,51.82,5,1,45,0,45,2.758007117,2.3,2.1,0.922805669,19.3086,65.79,24.23,39.87,2.69,17.09,2.2,,,,,,,
I0973210,645,645,6,1,4,5,6,1,61.76,1,2,82,79,82,2.758007117,0.175908222,1.6,0.665747212,12.3283,47.8,11.72,37.83,7.81,7.81,2.4,,,,,,,
I0973215,1029,1029,6,3,2,1,1,2,36.83,1,2,39,49,49,4.026845638,0.394511149,2.1,0.811117145,16.2809,50.32,54.4,23.05,9.21,2.56,2.1,,,,,,,
I0973216,1444,1448,6,3,1,3,9,1,44.38,2,4,34,33,34,2.758007117,0.497566252,0.6,0.763485801,16.1228,56.64,16.22,53.45,10.82,20.12,2.3,,,,,,,
I0973303,1442,1446,6,1,1,4,9,1,61.87,1,2,64,62,64,2.758007117,0.278956944,0.6,0.710996187,22.0507,136.69,86.24,72.62,4.54,18.16,2.3,,,,,,,
I0973307,2539,2545,6,1,1,4,1,2,5.28,6,1,83,0,83,4.026845638,2.3,2.1,0.716988988,22.8784,152.51,119.54,109.34,19.34,26.48,2.8,,,,,,,
I0973314,1568,1572,6,1,1,4,6,1,48.43,1,2,63,63,63,2.758007117,0.148482892,1.6,0.783245121,16.1038,131.82,81.24,69.58,22.46,22.46,2.4,,,,,,,
I0973402,1340,1340,6,1,2,6,2,2,52.04,5,1,30,0,30,4.026845638,2.3,2.1,0,14.3021,53.68,140.79,91.05,42.28,31,2.7,,,,,,,
I0973407,631,631,6,1,4,2,5,1,71.31,2,3,29,28,29,2.758007117,0.175908222,1.6,0.472539046,16.9756,82.77,21.42,21.42,9.18,9.18,2.3,,,,,,,
I0973414,668,668,6,1,4,3,5,1,66.19,5,1,51,0,51,2.758007117,0.175908222,1.6,0.740486011,16.8289,75.77,65.22,27.49,15.97,11.78,2.3,,,,,,,
I0973415,2938,2945,6,1,1,3,4,1,62.3,2,4,37,36,37,2.758007117,0.497566252,1.6,0.753943058,16.1033,64.39,52.45,22.72,17.17,9.74,2.6,,,,,,,
I0974101,549,549,6,1,4,7,6,1,69.08,5,1,50,0,50,2.758007117,2.3,1.6,1.706772561,10.0844,45.98,682.9,157.73,121.64,145.96,2.4,,,,,,,
I0974106,1072,1075,6,1,1,5,8,1,63.93,6,1,61,0,61,2.758007117,0.394511149,0.6,0.563046366,9.843,144.76,69.49,75.76,14.53,3.41,2.4,,,,,,,
I0974107,2006,2011,6,1,1,2,7,1,69.83,2,4,24,21,24,2.758007117,0.175908222,1,0.448711644,15.3744,80.28,20.03,20.03,8.59,8.59,2.4,,,,,,,
I0974113,781,781,6,1,2,2,6,1,66.83,2,4,49,52,52,2.758007117,0.175908222,1.6,0.568295251,15.9242,70.37,30.32,22.9,10.97,5.72,2.4,,,,,,,
I0974117,1464,1467,6,1,1,2,9,1,67.28,1,2,53,41,53,2.758007117,0.21575985,0.6,0.492321188,17.4516,60.19,16.78,16.78,7.19,7.19,2.3,,,,,,,
I0974204,1413,1416,6,1,1,1,6,1,53.69,1,2,59,57,59,2.758007117,0.497566252,1.6,0.69768853,13.899,75.75,62.78,18.92,8.11,8.11,2.3,,,,,,,
I0974206,1573,1577,6,1,1,2,6,1,74.72,1,3,60,54,94,2.758007117,0.175908222,1.6,0.517083308,14.8825,82.58,27.74,24.28,6.94,10.4,2.3,,,,,,,
I0974209,1355,1358,6,1,1,1,6,1,59.04,2,4,44,27,44,2.758007117,0.21575985,1.6,0.71646615,15.6112,86.89,65.48,33.86,8.47,8.47,2.3,,,,,,,
I0974210,695,695,6,1,4,7,5,1,65.98,5,1,49,0,49,2.758007117,2.3,1.6,0,9.0007,51.71,169.37,108.17,46.36,46.36,2.3,,,,,,,
I0974301,661,661,6,1,4,6,2,2,55.71,5,1,35,0,35,2.758007117,2.3,2.1,0.769355334,7.8626,36.85,37.33,49.78,24.89,12.44,88.8,,,,,,,
I0974401,872,872,6,1,2,5,5,1,56.54,6,1,75,0,75,2.758007117,0.21575985,1.6,0.60215315,11.2033,60.5,41.2,12.85,10.7,5.51,2.3,,,,,,,
I0974404,1257,1257,6,1,2,3,8,1,51.86,5,1,33,0,33,2.758007117,0.394511149,0.6,0.795508363,11.0168,48.35,58.29,16.89,11.52,4.22,2.4,,,,,,,
I0974408,1555,1559,6,1,1,3,4,1,59.47,1,2,34,40,40,2.758007117,0.278956944,1.6,0.716741947,15.3888,71.48,70,23.63,11.57,10.13,2.8,,,,,,,
I0974411,884,884,6,2,2,4,9,1,62.02,1,2,50,49,50,2.758007117,0.21575985,0.6,0.851491327,15.3784,94.34,87.42,83.97,10.4,12.22,2.4,,,,,,,
I0974413,2248,,6,1,4,7,7,1,71.96,,,,,,,,,,,43.77,74.7,21.62,6.44,5.41,2.3,,,,,,,
I0981104,4609,4620,6,2,1,4,9,1,55.1,1,2,84,82,84,2.758007117,0.21575985,0.6,0.754404787,19.2334,130.57,91.6,96.33,36.69,10.37,2.4,,,,,,,
I0981106,1742,1742,6,4,2,4,3,2,36.92,2,4,41,39,41,2.758007117,0.673499268,2.1,0.764555122,19.1379,163.34,89.83,84.57,26.64,13.64,2.3,,,,,,,
I0981108,1234,1234,6,3,4,5,9,1,58.63,6,1,83,0,83,2.758007117,0.278956944,0.6,0.638300464,14.6842,61.55,43.63,22.43,11.12,5.64,2.4,,,,,,,
I0981111,4567,,6,4,2,3,3,2,1,,,,,,,,,,,89.56,74.68,37.81,15.76,9.45,2.4,,,,,,,
I0981203,1745,1749,6,2,1,3,5,1,48.18,1,2,40,33,40,2.758007117,0.394511149,1.6,0.670877473,17.5847,104.63,77.61,21.57,16.13,14.38,2.3,,,,,,,
I0981208,1257,1257,6,4,2,5,7,1,47.05,4,2,90,0,90,2.758007117,0.21575985,1,0.569740031,11.6417,135.55,83.88,62.62,12.38,20.94,2.5,,,,,,,
I0981210,1774,1774,6,1,2,2,8,1,60.79,1,2,21,27,27,2.758007117,0.673499268,0.6,0.537403949,16.9243,67.23,27.81,18.56,7.96,7.96,2.4,,,,,,,
I0981301,2244,2244,2,4,1,1,1,2,48.98,6,1,67,0,67,2.758007117,0.394511149,2.1,0.692682246,18.3025,135.61,94.46,58.5,10.5,6.5,2.3,,,,,,,
I0981303,1546,1550,6,2,1,3,4,1,60.72,1,3,64,62,64,2.758007117,0.278956944,1.6,0.754472869,18.3531,88.5,62.01,39.43,19.26,6.02,2.6,,,,,,,
I0981304,1263,1266,6,2,1,3,2,2,28.44,1,2,68,68,68,2.758007117,0.21575985,2.1,0.809922612,18.6853,102.37,90.78,57.64,16.46,6.4,2.9,,,,,,,
I0981308,901,901,6,4,2,4,2,2,6.82,3,4,33,0,33,4.026845638,1.041902605,2.1,0.7535836,17.2258,184.68,83.34,243.52,20.83,3.82,2,,,,,,,
I0981311,1041,,6,1,4,7,6,1,79.64,,,,,,,,,,,34.59,101.29,186.97,64.26,78.03,2.3,,,,,,,
I0981312,669,675,2,4,2,5,2,2,37.84,2,3,43,42,43,2.758007117,0.394511149,2.1,0.591869246,14.8352,89.79,54.53,24.89,13.63,6.22,2.9,,,,,,,
I0981403,2551,2557,6,3,1,4,5,1,47.69,2,4,40,43,43,2.758007117,0.326820604,1.6,0.706169327,19.4168,206.83,90.52,159.96,30.02,50.32,2.6,,,,,,,
I0981409,2727,2727,2,3,1,2,2,2,44.13,2,4,39,41,41,4.026845638,0.21575985,2.1,0.793358873,17.3046,98.85,36.62,94.61,6.21,17.77,2.1,,,,,,,
I0981411,2294,2294,2,3,1,4,2,1,50.62,2,6,42,45,45,2.758007117,0.394511149,2.1,0.782437376,25.4389,179.6,55.68,106.92,13.92,16.02,2.9,,,,,,,
I0982101,754,754,2,1,4,8,5,1,71.61,5,1,58,0,58,2.758007117,2.3,1.6,0,16.8248,66.21,1151.73,1185.11,208.69,175.31,2.3,,,,,,,
I0982102,1426,1426,2,1,2,6,3,2,44.47,1,2,23,23,23,4.026845638,0.673499268,1.9,0,10.0882,49.97,163.83,65.87,16.92,28.23,2.9,,,,,,,
I0982209,2643,2643,2,1,1,3,4,2,42.03,1,2,38,41,41,2.758007117,0.278956944,2.1,0.770415237,18.6671,87.96,72.48,34.42,15.98,8.61,2.7,,,,,,,
I0982210,560,564,2,1,4,1,5,1,60.59,1,3,57,59,59,2.758007117,0.21575985,1.6,0.696092642,15.0875,81.95,83.06,28.94,14.01,7.24,2.5,,,,,,,
I0982211,633,639,2,1,2,4,3,2,33.87,1,2,74,74,74,4.026845638,0.21575985,2.1,0.880877644,27.9758,81.38,40.66,48.97,10.43,9.49,2.5,,,,,,,
I0982301,685,685,2,1,4,7,5,1,59.47,3,2,19,0,19,2.758007117,2.3,1.6,0.6977657,9.3864,63.56,82.6,50.32,14.65,5.59,2.4,,,,,,,
I0982307,2281,,2,1,2,3,6,1,45.75,,,,,,,,,,,66.56,65.44,21.22,10.22,5.3,2.3,,,,,,,
I0982308,1194,1194,2,2,1,5,6,1,59.46,1,2,61,59,61,2.758007117,0.21575985,1.6,0.685820705,10.9378,86.84,45.39,52.43,11.35,4.31,2.3,,,,,,,
I0982311,635,641,2,3,2,3,5,1,66.35,2,3,28,30,30,2.758007117,0.21575985,1.6,0.723642457,16.1183,91.15,69.12,33.12,11.7,8.28,2.5,,,,,,,
I0982408,942,942,2,2,1,4,4,1,62.3,1,2,72,72,72,2.758007117,0.326820604,1.6,0.68962217,16.523,171.96,102.2,113.29,31.25,17.9,2.4,,,,,,,
